(+)-abscisic acid 8'-hydroxylase	1.14.13.93
molybdate-transporting ATPase	3.6.3.29
momilactone-A synthase	1.1.1.295
monoamine oxidase	1.4.3.4
monocyclic monoterpene ketone monooxygenase	1.14.13.105
monodehydroascorbate reductase (NADH)	1.6.5.4
monogalactosyldiacylglycerol synthase	2.4.1.46
monomethyl-sulfatase	3.1.6.16
monophenol monooxygenase	1.14.18.1
monoprenyl isoflavone epoxidase	1.14.99.34
monosaccharide-transporting ATPase	3.6.3.17
monosialoganglioside sialyltransferase	2.4.99.2
monoterpene epsilon-lactone hydrolase	3.1.1.83
monoterpenol O-acetyltransferase	2.3.1.69
monoterpenol beta-glucosyltransferase	2.4.1.127
monoterpenyl-diphosphatase	3.1.7.3
morphine 6-dehydrogenase	1.1.1.218
mouse mammary tumor virus retropepsin	3.4.23.B18 (preliminary BRENDA-supplied EC number)
muconolactone DELTA-isomerase	5.3.3.4
mucrolysin	3.4.24.54
mugineic-acid 3-dioxygenase	1.14.11.25
multifunctional triterpene synthase	5.4.99.B2 (preliminary BRENDA-suppliled EC number)
multiple inositol-polyphosphate phosphatase	3.1.3.62
muramoylpentapeptide carboxypeptidase	3.4.17.8
murine leukemia virus protease	3.4.23.B5 (preliminary BRENDA-supplied EC number)
mycocerosate synthase	2.3.1.111
mycodextranase	3.2.1.61
mycolysin	3.4.24.31
mycothiol-dependent formaldehyde dehydrogenase	1.2.1.66
mycothione reductase	1.8.1.15
myosin ATPase	3.6.4.1
myosin-heavy-chain kinase	2.7.11.7
myosin-light-chain kinase	2.7.11.18
myrcene synthase	4.2.3.15
myricetin O-methyltransferase	2.1.1.149
myristoyl-CoA 11-(E) desaturase	1.14.99.31
myristoyl-CoA 11-(Z) desaturase	1.14.99.32
naphthalene 1,2-dioxygenase	1.14.12.12
naphthoate synthase	4.1.3.36
napsin	3.4.23.B1 (preliminary BRENDA-supplied EC number)
nardilysin	3.4.24.61
naringenin 8-dimethylallyltransferase	2.5.1.70
naringenin-chalcone synthase	2.3.1.74
neolactotetraosylceramide alpha-2,3-sialyltransferase	2.4.99.10
neopullulanase	3.2.1.135
neoxanthin synthase	5.3.99.9
nepenthesin	3.4.23.12
neprilysin	3.4.24.11
neprilysin-2	3.4.24.B14 (preliminary BRENDA-supplied EC number)
neurolysin	3.4.24.16
neurosin	3.4.21.B10 (preliminary BRENDA-supplied EC number)
neutrophil collagenase	3.4.24.34
nickel-transporting ATPase	3.6.3.24
nicotianamine aminotransferase	2.6.1.80
nicotianamine synthase	2.5.1.43
nicotinamidase	3.5.1.19
nicotinamide N-methyltransferase	2.1.1.1
nicotinamide phosphoribosyltransferase	2.4.2.12
nicotinamide-nucleotide adenylyltransferase	2.7.7.1
nicotinamide-nucleotide amidase	3.5.1.42
nicotinate N-methyltransferase	2.1.1.7
nicotinate dehydrogenase	1.17.1.5
nicotinate glucosyltransferase	2.4.1.196
nicotinate phosphoribosyltransferase	2.4.2.11
nicotinate-nucleotide adenylyltransferase	2.7.7.18
nicotinate-nucleotide diphosphorylase (carboxylating)	2.4.2.19
nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase	2.4.2.21
nicotine dehydrogenase	1.5.99.4
nicotine demethylase	1.14.13.B3 (preliminary BRENDA-supplied EC number)
nitrate reductase	1.7.99.4
nitrate reductase (NADH)	1.7.1.1
nitrate reductase (NADPH)	1.7.1.3
nitrate reductase (cytochrome)	1.9.6.1
nitrate-transporting ATPase	3.6.3.26
nitric oxide dioxygenase	1.14.12.17
nitric-oxide reductase	1.7.99.7
nitric-oxide synthase	1.14.13.39
nitrilase	3.5.5.1
nitrile hydratase	4.2.1.84
nitrite reductase (NO-forming)	1.7.2.1
nitrite reductase (cytochrome; ammonia-forming)	1.7.2.2
nitrite reductase [NAD(P)H]	1.7.1.4
nitroalkane oxidase	1.7.3.1
nitrogenase	1.18.6.1
nitrogenase (flavodoxin)	1.19.6.1
nitroquinoline-N-oxide reductase	1.7.1.9
nitrous-oxide reductase	1.7.99.6
nodavirus endopeptidase	3.4.23.44
non-chaperonin molecular chaperone ATPase	3.6.4.10
non-specific polyamine oxidase	1.5.3.B2 (preliminary BRENDA-supplied EC number)
non-specific protein-tyrosine kinase	2.7.10.2
non-specific serine/threonine protein kinase	2.7.11.1
non-stereospecific dipeptidase	3.4.13.17
nonpolar-amino-acid-transporting ATPase	3.6.3.22
nuatigenin 3beta-glucosyltransferase	2.4.1.192
nuclear-inclusion-a endopeptidase	3.4.22.44
nucleoplasmin ATPase	3.6.4.11
nucleoside deoxyribosyltransferase	2.4.2.6
nucleoside oxidase	1.1.3.28
nucleoside oxidase (H2O2-forming)	1.1.3.39
nucleoside phosphoacylhydrolase	3.6.1.24
nucleoside phosphotransferase	2.7.1.77
nucleoside ribosyltransferase	2.4.2.5
nucleoside-diphosphatase	3.6.1.6
nucleoside-diphosphate kinase	2.7.4.6
nucleoside-phosphate kinase	2.7.4.4
nucleoside-triphosphatase	3.6.1.15
nucleoside-triphosphate diphosphatase	3.6.1.19
nucleoside-triphosphate-adenylate kinase	2.7.4.10
nucleoside-triphosphate-aldose-1-phosphate nucleotidyltransferase	2.7.7.28
nucleotidase	3.1.3.31
nucleotide diphosphatase	3.6.1.9
nucleotide diphosphokinase	2.7.6.4
o-Pyrocatechuate decarboxylase	4.1.1.46
o-aminophenol oxidase	1.10.3.4
o-dihydroxycoumarin 7-O-glucosyltransferase	2.4.1.104
o-succinylbenzoate synthase	4.2.1.113 ()
octadecanal decarbonylase	4.1.99.5
octanol dehydrogenase	1.1.1.73
octopamine dehydratase	4.2.1.87
oleoyl-[acyl-carrier-protein] hydrolase	3.1.2.14
oligo-1,6-glucosidase	3.2.1.10
oligoendopeptidase F	3.4.24.B2 (preliminary BRENDA-supplied EC number)
oligogalacturonide lyase	4.2.2.6
oligonucleotidase	3.1.13.3
oligopeptidase A	3.4.24.70
oligopeptide-transporting ATPase	3.6.3.23
oligosaccharide 4-alpha-D-glucosyltransferase	2.4.1.161
oligosaccharide reducing-end xylanase	3.2.1.156
oligosaccharide-diphosphodolichol diphosphatase	3.6.1.44
oligosaccharide-transporting ATPase	3.6.3.18
oligoxyloglucan beta-glycosidase	3.2.1.120
oligoxyloglucan reducing-end-specific cellobiohydrolase	3.2.1.150
omega-amidase	3.5.1.3
omega-hydroxydecanoate dehydrogenase	1.1.1.66
omptin	3.4.23.49
opheline kinase	2.7.3.7
ophiolysin	3.4.24.51
orcinol 2-monooxygenase	1.14.13.6
ornithine N-benzoyltransferase	2.3.1.127
ornithine aminotransferase	2.6.1.13
ornithine carbamoyltransferase	2.1.3.3
ornithine cyclodeaminase	4.3.1.12
ornithine(lysine) transaminase	2.6.1.68
orotate phosphoribosyltransferase	2.4.2.10
orotate reductase (NADH)	1.3.1.14
orotate reductase (NADPH)	1.3.1.15
orsellinate-depside hydrolase	3.1.1.40
oviductin	3.4.21.120
oxalate CoA-transferase	2.8.3.2
oxalate oxidase	1.2.3.4
oxaloacetase	3.7.1.1
oxaloacetate tautomerase	5.3.2.2
oxaloglycolate reductase (decarboxylating)	1.1.1.92
oxamate carbamoyltransferase	2.1.3.5
oximinotransferase	2.6.3.1
oxoglutarate dehydrogenase (NADP+)	1.2.1.52
oxoglutarate dehydrogenase (succinyl-transferring)	1.2.4.2
p-benzoquinone reductase (NADPH)	1.6.5.6
palmitoyl-CoA hydrolase	3.1.2.2
palmitoyl[protein] hydrolase	3.1.2.22
pancreatic elastase	3.4.21.36
pancreatic ribonuclease	3.1.27.5
pantetheine hydrolase	3.5.1.92
pantetheine kinase	2.7.1.34
pantetheine-phosphate adenylyltransferase	2.7.7.3
pantoate 4-dehydrogenase	1.1.1.106
pantothenase	3.5.1.22
pantothenate kinase	2.7.1.33
pantothenoylcysteine decarboxylase	4.1.1.30
papain	3.4.22.2
papain-like proteinase 1	3.4.22.B14 (preliminary BRENDA-supplied EC number)
papain-like proteinase 2	3.4.22.B50 (preliminary BRENDA-supplied EC number)
pappalysin-1	3.4.24.79
pectate disaccharide-lyase	4.2.2.9
pectate lyase	4.2.2.2
pectate trisaccharide-lyase	4.2.2.22 ()
pectin lyase	4.2.2.10
pectinesterase	3.1.1.11
penicillin amidase	3.5.1.11
pentachlorophenol monooxygenase	1.14.13.50
pentalenene synthase	4.2.3.7
pentanamidase	3.5.1.50
pepsin A	3.4.23.1
pepsin B	3.4.23.2
peptidase 1 (mite)	3.4.22.65 ()
peptidase Do	3.4.21.107
peptidase K	3.4.21.64
peptide alpha-N-acetyltransferase	2.3.1.88
peptide deformylase	3.5.1.88
peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase	3.5.1.52
peptide-O-fucosyltransferase	2.4.1.221
peptide-aspartate beta-dioxygenase	1.14.11.16
peptide-methionine (R)-S-oxide reductase	1.8.4.12
peptide-methionine (S)-S-oxide reductase	1.8.4.11
peptide-transporting ATPase	3.6.3.43
peptide-tryptophan 2,3-dioxygenase	1.13.11.26
peptidoglycan beta-N-acetylmuramidase	3.2.1.92
peptidoglycan glycosyltransferase	2.4.1.129
peptidoglycan-N-acetylglucosamine deacetylase	3.5.1.B3 (preliminary BRENDA-supplied EC number)
peptidyl-Asp metalloendopeptidase	3.4.24.33
peptidyl-Lys metalloendopeptidase	3.4.24.20
peptidyl-dipeptidase A	3.4.15.1
peptidyl-glutaminase	3.5.1.43
peptidyl-glycinamidase	3.4.19.2
peptidylamidoglycolate lyase	4.3.2.5
peptidylglycine monooxygenase	1.14.17.3
peptidyltransferase	2.3.2.12
perillyl-alcohol dehydrogenase	1.1.1.144
peroxidase	1.11.1.7
peroxiredoxin	1.11.1.15
peroxisome-assembly ATPase	3.6.4.7
pestivirus NS3 polyprotein peptidase	3.4.21.113
petromyzonol sulfotransferase	2.8.2.31
phaseollidin hydratase	4.2.1.97
phenol 2-monooxygenase	1.14.13.7
phenol O-methyltransferase	2.1.1.25
phenol beta-glucosyltransferase	2.4.1.35
phenylacetaldehyde dehydrogenase	1.2.1.39
phenylacetaldoxime dehydratase	4.99.1.7
phenylacetate-CoA ligase	6.2.1.30
phenylacetone monooxygenase	1.14.13.92
phenylacetyl-CoA dehydrogenase	1.17.5.1
phenylacetyl-CoA hydrolase	3.1.2.25
phenylalanine 2-monooxygenase	1.13.12.9
phenylalanine 4-monooxygenase	1.14.16.1
phenylalanine N-acetyltransferase	2.3.1.53
phenylalanine adenylyltransferase	2.7.7.54
phenylalanine ammonia-lyase	4.3.1.24
phenylalanine dehydrogenase	1.4.1.20
phenylalanine(histidine) transaminase	2.6.1.58
phenylalanine/tyrosine ammonia-lyase	4.3.1.25
phenylethanolamine N-methyltransferase	2.1.1.28
phenylglyoxylate dehydrogenase (acylating)	1.2.1.58
pheophorbidase	3.1.1.82
pheophorbide a oxygenase	1.14.12.20
phloretin hydrolase	3.7.1.4
phloroglucinol reductase	1.3.1.57
phloroisovalerophenone synthase	2.3.1.156
phorbol-diester hydrolase	3.1.1.51
phosphate acetyltransferase	2.3.1.8
phosphate butyryltransferase	2.3.1.19
phosphate-transporting ATPase	3.6.3.27
phosphatidate cytidylyltransferase	2.7.7.41
phosphatidate phosphatase	3.1.3.4
phosphatidyl-N-methylethanolamine N-methyltransferase	2.1.1.71
phosphatidylcholine 12-monooxygenase	1.14.13.26
phosphatidylcholine desaturase	1.3.1.35
phosphatidylcholine synthase	2.7.8.24
phosphatidylcholine-dolichol O-acyltransferase	2.3.1.83
phosphatidylcholine-retinol O-acyltransferase	2.3.1.135
phosphatidylcholine-sterol O-acyltransferase	2.3.1.43
phosphatidylethanolamine N-methyltransferase	2.1.1.17
phosphatidylglycerol-membrane-oligosaccharide glycerophosphotransferase	2.7.8.20
phosphatidylglycerophosphatase	3.1.3.27
phosphatidylinositol 3-kinase	2.7.1.137
phosphatidylinositol N-acetylglucosaminyltransferase	2.4.1.198
phosphatidylinositol alpha-mannosyltransferase	2.4.1.57
phosphatidylinositol deacylase	3.1.1.52
phosphatidylinositol diacylglycerol-lyase	4.6.1.13
phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase	3.1.3.67
phosphatidylinositol-3,4-bisphosphate 4-phosphatase	3.1.3.66
phosphatidylinositol-3-phosphatase	3.1.3.64
phosphatidylinositol-4,5-bisphosphate 3-kinase	2.7.1.153
phosphatidylinositol-4,5-bisphosphate 4-phosphatase	3.1.3.78 ()
phosphatidylinositol-4-phosphate 3-kinase	2.7.1.154
phosphatidylinositol-4-phosphate phosphatase	3.1.3.B4 (preliminary BRENDA-supplied EC number)
phosphatidylserine decarboxylase	4.1.1.65
phosphinothricin acetyltransferase	2.3.1.183
phospho-N-acetylmuramoyl-pentapeptide-transferase	2.7.8.13
phosphoacetylglucosamine mutase	5.4.2.3
phosphoadenylyl-sulfate reductase (thioredoxin)	1.8.4.8
phosphoadenylylsulfatase	3.6.2.2
phosphoamidase	3.9.1.1
phosphodiesterase I	3.1.4.1
phosphoenolpyruvate carboxykinase (ATP)	4.1.1.49
phosphoenolpyruvate carboxykinase (GTP)	4.1.1.32
phosphoenolpyruvate carboxykinase (diphosphate)	4.1.1.38
phosphoenolpyruvate carboxylase	4.1.1.31
phosphoenolpyruvate mutase	5.4.2.9
phosphoenolpyruvate phosphatase	3.1.3.60
phosphoenolpyruvate-glycerone phosphotransferase	2.7.1.121
phosphoenolpyruvate-protein phosphotransferase	2.7.3.9
phosphoethanolamine N-methyltransferase	2.1.1.103
phosphoethanolamine/phosphocholine phosphatase	3.1.3.75
phosphoglucan, water dikinase	2.7.9.5
phosphoglucokinase	2.7.1.10
phosphoglucomutase	5.4.2.2
phosphoglucomutase (glucose-cofactor)	5.4.2.5
phosphogluconate 2-dehydrogenase	1.1.1.43
phosphogluconate dehydratase	4.2.1.12
phosphogluconate dehydrogenase (decarboxylating)	1.1.1.44
phosphoglucosamine mutase	5.4.2.10
phosphoglycerate dehydrogenase	1.1.1.95
phosphoglycerate kinase	2.7.2.3
phosphoglycerate kinase (GTP)	2.7.2.10
phosphoglycerate mutase	5.4.2.1
phosphoglycerate phosphatase	3.1.3.20
phosphoglycerol geranylgeranyltransferase	2.5.1.41
phosphoglycolate phosphatase	3.1.3.18
phosphoinositide 5-phosphatase	3.1.3.36
phosphoinositide phospholipase C	3.1.4.11
phospholipase A1	3.1.1.32
phospholipase A2	3.1.1.4
phospholipase C	3.1.4.3
phospholipase D	3.1.4.4
phospholipid-hydroperoxide glutathione peroxidase	1.11.1.12
phospholipid-translocating ATPase	3.6.3.1
phospholipid:diacylglycerol acyltransferase	2.3.1.158
phosphomannan mannosephosphotransferase	2.7.8.9
phosphomannomutase	5.4.2.8
phosphomethylpyrimidine kinase	2.7.4.7
phosphomevalonate kinase	2.7.4.2
phosphonate dehydrogenase	1.20.1.1
phosphonate-transporting ATPase	3.6.3.28
phosphonoacetaldehyde hydrolase	3.11.1.1
phosphonoacetate hydrolase	3.11.1.2
phosphonopyruvate decarboxylase	4.1.1.82
phosphonopyruvate hydrolase	3.11.1.3
phosphopantothenate-cysteine ligase	6.3.2.5
phosphopantothenoylcysteine decarboxylase	4.1.1.36
phosphopentomutase	5.4.2.7
phosphopolyprenol glucosyltransferase	2.4.1.78
phosphoprotein phosphatase	3.1.3.16
phosphopyruvate hydratase	4.2.1.11
phosphoramidate-hexose phosphotransferase	2.7.1.62
phosphoribokinase	2.7.1.18
phosphoribosyl-AMP cyclohydrolase	3.5.4.19
phosphoribosyl-ATP diphosphatase	3.6.1.31
phosphoribosylamine-glycine ligase	6.3.4.13
phosphoribosylaminoimidazole carboxylase	4.1.1.21
phosphoribosylaminoimidazolecarboxamide formyltransferase	2.1.2.3
phosphoribosylaminoimidazolesuccinocarboxamide synthase	6.3.2.6
phosphoribosylanthranilate isomerase	5.3.1.24
phosphoribosylformylglycinamidine cyclo-ligase	6.3.3.1
phosphoribosylformylglycinamidine synthase	6.3.5.3
phosphoribosylglycinamide formyltransferase	2.1.2.2
phosphoribulokinase	2.7.1.19
phosphorylase	2.4.1.1
phosphorylase kinase	2.7.11.19
phosphoserine phosphatase	3.1.3.3
phosphoserine transaminase	2.6.1.52
phosphosulfolactate synthase	4.4.1.19
phthalate 4,5-cis-dihydrodiol dehydrogenase	1.3.1.64
phthalate 4,5-dioxygenase	1.14.12.7
phycocyanobilin:ferredoxin oxidoreductase	1.3.7.5
phycoerythrobilin synthase	1.3.7.6
phycoerythrobilin:ferredoxin oxidoreductase	1.3.7.3
phylloquinone monooxygenase (2,3-epoxidizing)	1.14.99.20
physarolisin	3.4.21.103
phytanoyl-CoA dioxygenase	1.14.11.18
phytochromobilin:ferredoxin oxidoreductase	1.3.7.4
phytoene synthase	2.5.1.32
picornain 2A	3.4.22.29
picornain 3C	3.4.22.28
pimeloyl-CoA dehydrogenase	1.3.1.62
pinene synthase	4.2.3.14
pinosylvin synthase	2.3.1.146
piperidine N-piperoyltransferase	2.3.1.145
pitrilysin	3.4.24.55
plasma kallikrein	3.4.21.34
plasmalogen synthase	2.3.1.25
plasmanylethanolamine desaturase	1.14.99.19
plasmepsin I	3.4.23.38
plasmepsin II	3.4.23.39
plasmepsin IV	3.4.23.B14 (preliminary BRENDA-supplied EC number)
plasmepsin V	3.4.23.B19 (preliminary BRENDA-supplied EC number)
plasmin	3.4.21.7
plasminogen activator Pla	3.4.23.48
plastoquinol-plastocyanin reductase	1.10.99.1
plus-end-directed kinesin ATPase	3.6.4.4
polar-amino-acid-transporting ATPase	3.6.3.21
polo kinase	2.7.11.21
poly(3-hydroxybutyrate) depolymerase	3.1.1.75
poly(3-hydroxyoctanoate) depolymerase	3.1.1.76
poly(A)-specific ribonuclease	3.1.13.4
poly(ADP-ribose) glycohydrolase	3.2.1.143
poly(alpha-L-guluronate) lyase	4.2.2.11
poly(beta-D-mannuronate) lyase	4.2.2.3
poly(glycerol-phosphate) alpha-glucosyltransferase	2.4.1.52
poly(ribitol-phosphate) N-acetylglucosaminyltransferase	2.4.1.70
poly(ribitol-phosphate) beta-glucosyltransferase	2.4.1.53
polyamine oxidase	1.5.3.11
polyamine oxidase (propane-1,3-diamine-forming)	1.5.3.B4 (preliminary BRENDA-supplied EC number)
polyamine-transporting ATPase	3.6.3.31
polyenoic fatty acid isomerase	5.3.3.13
polygalacturonase	3.2.1.15
polygalacturonate 4-alpha-galacturonosyltransferase	2.4.1.43
polyglycylase	6.3.2.B4 (preliminary BRENDA-supplied EC number)
polymannuronate hydrolase	3.2.1.121
polyneuridine-aldehyde esterase	3.1.1.78
polynucleotide 3'-phosphatase	3.1.3.32
polynucleotide 5'-hydroxyl-kinase	2.7.1.78
polynucleotide 5'-phosphatase	3.1.3.33
polynucleotide adenylyltransferase	2.7.7.19
polypeptide N-acetylgalactosaminyltransferase	2.4.1.41
polyphosphate kinase	2.7.4.1
polyphosphate-AMP phosphotransferase	2.7.4.B2 (preliminary BRENDA-supplied EC number)
polyphosphate-glucose phosphotransferase	2.7.1.63
polyribonucleotide nucleotidyltransferase	2.7.7.8
polysaccharide O-methyltransferase	2.1.1.18
polysialic-acid O-acetyltransferase	2.3.1.136
polyvinyl-alcohol dehydrogenase (acceptor)	1.1.99.23
polyvinyl-alcohol oxidase	1.1.3.30
porphobilinogen synthase	4.2.1.24
preQ1 synthase	1.7.1.13
precorrin-2 dehydrogenase	1.3.1.76
precorrin-3B synthase	1.14.13.83
precorrin-6A reductase	1.3.1.54
precorrin-6A synthase (deacetylating)	2.1.1.152
prenyl-diphosphatase	3.1.7.1
prenylcysteine oxidase	1.8.3.5
prephenate dehydratase	4.2.1.51
prephenate dehydrogenase	1.3.1.12
prephenate dehydrogenase (NADP+)	1.3.1.13
prepilin peptidase	3.4.23.43
primary-amine oxidase	1.4.3.21
proclavaminate amidinohydrolase	3.5.3.22
procollagen C-endopeptidase	3.4.24.19
procollagen N-endopeptidase	3.4.24.14
procollagen galactosyltransferase	2.4.1.50
procollagen glucosyltransferase	2.4.1.66
procollagen-lysine 5-dioxygenase	1.14.11.4
procollagen-proline 3-dioxygenase	1.14.11.7
procollagen-proline dioxygenase	1.14.11.2
progesterone 11alpha-monooxygenase	1.14.99.14
progesterone 5alpha-reductase	1.3.1.30
progesterone monooxygenase	1.14.99.4
proline 3-hydroxylase	1.14.11.28
proline dehydrogenase	1.5.99.8
prolyl aminopeptidase	3.4.11.5
prolyl oligopeptidase	3.4.21.26
propanediol dehydratase	4.2.1.28
propanediol-phosphate dehydrogenase	1.1.1.7
propanoyl-CoA C-acyltransferase	2.3.1.176
propioin synthase	4.1.2.35
propionate CoA-transferase	2.8.3.1
propionate kinase	2.7.2.15 ()
propionyl-CoA C2-trimethyltridecanoyltransferase	2.3.1.154
proprotein convertase 2	3.4.21.94
proprotein convertase 4	3.4.21.B24 (preliminary BRENDA-supplied EC number)
proprotein convertase 5	3.4.21.B26 (preliminary BRENDA-supplied EC number)
proprotein convertase 7	3.4.21.B27 (preliminary BRENDA-supplied EC number)
prostaglandin-A1 DELTA-isomerase	5.3.3.9
prostaglandin-E synthase	5.3.99.3
prostaglandin-E2 9-reductase	1.1.1.189
prostaglandin-F synthase	1.1.1.188
prostaglandin-I synthase	5.3.99.4
prostaglandin-endoperoxide synthase	1.14.99.1
prostamide synthase	1.1.4.B1 (preliminary BRENDA-supplied EC number)
prostase	3.4.21.B12 (preliminary BRENDA-supplied EC number)
prostasin	3.4.21.B6 (preliminary BRENDA-supplied EC number)
protease lasA	3.4.24.B16 (preliminary BRENDA-supplied EC number)
proteasome ATPase	3.6.4.8
proteasome endopeptidase complex	3.4.25.1
protein N-acetylglucosaminyltransferase	2.4.1.94
protein NS3	3.6.1.B1 (preliminary BRENDA-supplied EC number)
protein S-acyltransferase	2.3.1.B1 (preliminary BRENDA-supplied EC number)
protein farnesyltransferase	2.5.1.58
protein geranylgeranyltransferase type I	2.5.1.59
protein geranylgeranyltransferase type II	2.5.1.60
protein kinase C	2.7.11.13
protein xylosyltransferase	2.4.2.26
protein-L-isoaspartate(D-aspartate) O-methyltransferase	2.1.1.77
protein-Npi-phosphohistidine-sugar phosphotransferase	2.7.1.69
protein-S-isoprenylcysteine O-methyltransferase	2.1.1.100
protein-arginine Nomega-methyltransferase	2.1.1.B1 (preliminary BRENDA-supplied EC number)
protein-arginine deiminase	3.5.3.15
protein-disulfide reductase	1.8.1.8
protein-disulfide reductase (glutathione)	1.8.4.2
protein-glucosylgalactosylhydroxylysine glucosidase	3.2.1.107
protein-glutamate O-methyltransferase	2.1.1.80
protein-glutamate methylesterase	3.1.1.61
protein-glutamine gamma-glutamyltransferase	2.3.2.13
protein-glutamine glutaminase	3.5.1.44
protein-histidine N-methyltransferase	2.1.1.85
protein-histidine pros-kinase	2.7.13.1 (see EC 2.7.13.3 for detailed, organism-specific information for enzymes lacking information on histidine stereochemistry)
protein-histidine tele-kinase	2.7.13.2 (see EC 2.7.13.3 for detailed, organism-specific information for enzymes without information on histidine stereochemistry)
protein-lysine 6-oxidase	1.4.3.13
protein-methionine-S-oxide reductase	1.8.4.6
protein-secreting ATPase	3.6.3.50
protein-synthesizing GTPase	3.6.5.3
protein-tyrosine sulfotransferase	2.8.2.20
protein-tyrosine-phosphatase	3.1.3.48
proteinase P15	3.4.23.B13 (preliminary BRENDA-supplied EC number)
protocatechuate 3,4-dioxygenase	1.13.11.3
protocatechuate 4,5-dioxygenase	1.13.11.8
protochlorophyllide reductase	1.3.1.33
protoporphyrinogen oxidase	1.3.3.4
prunasin beta-glucosidase	3.2.1.118
pseudolysin	3.4.24.26
pseudotropine acyltransferase	2.3.1.186
pseudouridine kinase	2.7.1.83
pseudouridylate synthase	4.2.1.70
psoralen synthase	1.14.13.102
psychosine sulfotransferase	2.8.2.13
pteridine oxidase	1.17.3.1
pteridine reductase	1.5.1.33
pterin deaminase	3.5.4.11
pterocarpin synthase	1.1.1.246
pullulanase	3.2.1.41
purine imidazole-ring cyclase	4.3.2.4
purine nucleosidase	3.2.2.1
purine-nucleoside phosphorylase	2.4.2.1
putrescine N-hydroxycinnamoyltransferase	2.3.1.138
putrescine N-methyltransferase	2.1.1.53
putrescine aminotransferase	2.6.1.82
putrescine carbamoyltransferase	2.1.3.6
putrescine oxidase	1.4.3.10
pyranose dehydrogenase (acceptor)	1.1.99.29
pyranose oxidase	1.1.3.10
pyridine N-methyltransferase	2.1.1.87
pyridoxal 4-dehydrogenase	1.1.1.107
pyridoxal 5'-phosphate synthase	1.4.3.5
pyridoxal kinase	2.7.1.35
pyridoxal oxidase	1.2.3.8
pyridoxal phosphatase	3.1.3.74
pyridoxamine-oxaloacetate transaminase	2.6.1.31
pyridoxamine-phosphate transaminase	2.6.1.54
pyridoxamine-pyruvate transaminase	2.6.1.30
pyridoxine 4-dehydrogenase	1.1.1.65
pyridoxine 4-oxidase	1.1.3.12
pyridoxine 5'-O-beta-D-glucosyltransferase	2.4.1.160
pyridoxine 5'-phosphate synthase	2.6.99.2
pyridoxine 5-dehydrogenase	1.1.99.9
pyrimidine-5'-nucleotide nucleosidase	3.2.2.10
pyrimidine-deoxynucleoside 1'-dioxygenase	1.14.11.10
pyrimidine-deoxynucleoside 2'-dioxygenase	1.14.11.3
pyrimidine-nucleoside phosphorylase	2.4.2.2
pyrimidodiazepine synthase	1.5.4.1
pyrithiamine deaminase	3.5.4.20
pyrogallol 1,2-oxygenase	1.13.11.35
pyrogallol hydroxytransferase	1.97.1.2
pyroglutamyl-peptidase I	3.4.19.3
pyroglutamyl-peptidase II	3.4.19.6
pyrroline-2-carboxylate reductase	1.5.1.1
pyrroline-5-carboxylate reductase	1.5.1.2
pyrroloquinoline-quinone synthase	1.3.3.11
pyrrolysine-tRNAPyl ligase	6.1.1.26
pyruvate dehydrogenase (NADP+)	1.2.1.51
pyruvate dehydrogenase (acetyl-transferring)	1.2.4.1
pyruvate dehydrogenase (cytochrome)	1.2.2.2
pyruvate kinase	2.7.1.40
pyruvate oxidase	1.2.3.3
pyruvate oxidase (CoA-acetylating)	1.2.3.6
pyruvate synthase	1.2.7.1
pyruvate, phosphate dikinase	2.7.9.1
pyruvate, water dikinase	2.7.9.2
quaternary-amine-transporting ATPase	3.6.3.32
quercetin 2,3-dioxygenase	1.13.11.24
quercetin 3-O-methyltransferase	2.1.1.76
quercetin-3,3'-bissulfate 7-sulfotransferase	2.8.2.28
quercetin-3-sulfate 3'-sulfotransferase	2.8.2.26
quercetin-3-sulfate 4'-sulfotransferase	2.8.2.27
quercitrinase	3.2.1.66
questin monooxygenase	1.14.13.43
quinate O-hydroxycinnamoyltransferase	2.3.1.99
quinate dehydrogenase	1.1.1.24
quinate dehydrogenase (pyrroloquinoline-quinone)	1.1.99.25
quinate/shikimate dehydrogenase	1.1.1.282
quinine 3-monooxygenase	1.14.13.67
quinolinate synthase	2.5.1.72
quinone dependent L-lactate dehydrogenase	1.1.5.B3 (preliminary BRENDA-supplied EC number)
quinoprotein alcohol dehydrogenase	1.1.5.B2 (preliminary BRENDA-supplied EC number)
quinoprotein formaldehyde dehydrogenase (cytochrome b559/569)	1.2.2.B1 (preliminary BRENDA-supplied EC number)
quinoprotein formaldehyde dehydrogenase (cytochrome cL)	1.2.2.B2 (preliminary BRENDA-supplied EC number)
quinoprotein glucose dehydrogenase	1.1.5.2
quinoprotein inositol dehydrogenase	1.1.5.B1 (preliminary BRENDA-supplied EC number)
quinoprotein methanol dehydrogenase (cytochrmome c551i)	1.1.2.B2 (preliminary BRENDA-supplied EC number)
quinoprotein methanol dehydrogenase (cytochrome c559)	1.1.2.B3 (preliminary BRENDA-supplied EC number)
quinoprotein methanol dehydrogenase (cytochrome cL)	1.1.2.B1 (preliminary BRENDA-supplied EC number)
quorum-quenching N-acyl-homoserine lactonase	3.1.1.81 ()
rRNA (adenine-N6-)-methyltransferase	2.1.1.48
