(+)-abscisic acid 8'-hydroxylase	1.14.13.93
glucosamine phosphate deaminase	3.5.99.6
glucosamine phosphate isomerase (glutamine-forming)	2.6.1.16
glucosamine phosphomutase	5.4.2.10
glucosamine synthase	2.6.1.16
glucosamine-1-phosphate acetyltransferase 	2.3.1.157
glucosamine-6-P synthase	2.6.1.16
glucosamine-6-phosphate N-acetyltransferase	2.3.1.4
glucosamine-6-phosphate N-acetyltransferase 1	2.3.1.4
glucosamine-6-phosphate acetylase	2.3.1.4
glucosamine-6-phosphate acetyltransferase	2.3.1.4
glucosamine-6-phosphate deaminase	3.5.99.6
glucosamine-6-phosphate isomerase	3.5.99.6
glucosamine-6-phosphate isomerase (glutamine-forming)	2.6.1.16
glucosamine-6-phosphate synthase	2.6.1.16
glucosamine-6-phosphate synthetase	2.6.1.16
glucosamine-6-sulfatase	3.1.6.14
glucosamine-6-sulfate sulfatase	3.1.6.14
glucosamine-6P synthase	2.6.1.16
glucosamine-P isomerase	3.5.99.6
glucosaminephosphate isomerase	3.5.99.6
glucosaminil 6-sulfatase	3.1.6.11
glucosaminyl 3-O-sulfotransferase	2.8.2.23
glucosaminyl 3-O-sulfotransferase 3a,3b	2.8.2.29 / or / 2.8.2.30
glucosaminyl N-deacetylase	3.5.1.33
glucosaminyl N-deacetylase/N-sulfotransferase	2.8.2.8
glucosaminylglycopeptide alpha-1,3-galactosyltransferase	2.4.1.87
glucosan phosphorylase	2.4.1.1
glucosan transglycosylase	2.4.1.18
glucose 1,6-diphosphate synthase	2.7.1.106
glucose 1-phosphate guanylyltransferase	2.7.7.34
glucose 1-phosphate inosityltransferase	2.7.7.37
glucose 1-phosphate thymidylyltransferase	2.7.7.24
glucose 1-phosphate transphosphorylase	2.7.1.41
glucose 1-phosphate uridylyltransferase	2.7.7.9
glucose 2-oxidase	1.1.3.10
glucose 3-dehydrogenase	1.1.99.13
glucose 6-phosphatase	3.1.3.9
glucose 6-phosphate dehydrogenase	1.1.1.49
glucose 6-phosphate dehydrogenase (NADP)	1.1.1.49
glucose 6-phosphate phosphatase	3.1.3.9
glucose 6-phosphate phosphohydrolase	3.1.3.9
glucose ATP phosphotransferase	2.7.1.1
glucose aerodehydrogenase	1.1.3.4
glucose alpha-1,1-glucose hydrolase	3.2.1.28
glucose amylase	3.2.1.3
glucose cerebrosidase	3.2.1.45
glucose dehydrogenase	1.1.1.118 / or / 1.1.1.119 / or / 1.1.1.47 / or / 1.1.5.2 / or / 1.1.99.10
glucose dehydrogenase (Aspergillus)	1.1.99.10
glucose dehydrogenase (PQQ dependent)	1.1.5.2
glucose dehydrogenase (decarboxylating)	1.1.99.10
glucose dehydrogenase (pyrroloquinoline-quinone)	1.1.5.2
glucose dehydrogenase Amano 5	1.1.5.2
glucose fructose oxidoreductase	1.1.99.28
glucose isomerase	5.3.1.5
glucose monophosphatase	3.1.3.10
glucose oxyhydrase	1.1.3.4
glucose permease	2.7.1.69
glucose-1,6-bisphosphate synthetase	2.7.1.106
glucose-1-phosphate thymidylyltransferase	2.7.7.24
glucose-1-phosphate uridylyltransferase	2.7.7.9
glucose-1-phosphate-phosphatase	3.1.3.10
glucose-1-phosphotransferase, uridine diphosphoglucose-glycoprotein	2.7.8.19
glucose-6-phosphatase	3.1.3.9
glucose-6-phosphate 1-dehydrogenase	1.1.1.49
glucose-6-phosphate dehydrogenase	1.1.1.49
glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase	3.1.1.31
glucose-6-phosphate dehydrognease-6-phosphogluconolactonase	3.1.1.31
glucose-forming exodextranase	3.2.1.70
glucose-fructose oxidoreductase	1.1.99.28
glucose-phosphate kinase	2.7.1.10
glucose/galactose dehydrogenase	1.1.1.47
glucose/xylose isomerase	5.3.1.5
glucosidase I	3.2.1.106
glucosidase II	3.2.1.84
glucosidase, amylo-1,6-	3.2.1.33
glucosidase, coniferin beta-	3.2.1.126
glucosidase, dextran 1,2-alpha	3.2.1.115
glucosidase, glycosylgalactosylhydroxylysine	3.2.1.107
glucosidase, guanosine diphospho-	3.2.1.42
glucosidase, hydroxy steroid beta-	3.2.1.104
glucosidase, mannosyloligosaccharide	3.2.1.106
glucosidase, raucaffricine beta-	3.2.1.125
glucosidase, strictosidine beta-	3.2.1.105
glucosidase, sucrose alpha-	3.2.1.48
glucosidase, thio-	3.2.1.147
glucosidase-1	3.2.1.106
glucosidase/transferase	3.2.1.33
glucoside 3-dehydrogenase	1.1.99.13
glucosidoinvertase	3.2.1.20
glucosidosucrase	3.2.1.20
glucosinolase	3.2.1.147
glucosphingosine glucosylhydrolase	3.2.1.45
glucosucrase	3.2.1.26
glucosulfatase	3.1.6.3
glucosyl mannosidase	3.2.1.130
glucosyl-3-phosphoglycerate phosphatase	3.1.3.69
glucosyl-3-phosphoglycerate synthase	2.4.1.213
glucosylamidase	3.5.1.26
glucosylceramide beta-glucosidase	3.2.1.45
glucosylceramide synthase	2.4.1.80
glucosylcerebrosidase	3.2.1.45
glucosylglycerol-phosphate phosphatase	3.1.3.69
glucosylmannosidase	3.2.1.130
glucosylsphingosine beta-D-glucosidase	3.2.1.45
glucosylsphingosine beta-glucosidase	3.2.1.45
glucosyltransferase, adenosine diphosphoglucose-protein	2.4.1.113
glucosyltransferase, adenosine diphosphoglucose-starch	2.4.1.21
glucosyltransferase, dextrin 6-	2.4.1.2
glucosyltransferase, guanosine diphosphoglucose-1,4-beta-glucan	2.4.1.29
glucosyltransferase, guanosine diphosphoglucose-glucose phosphate	2.4.1.36
glucosyltransferase, lipopolysaccharide	2.4.1.58
glucosyltransferase, sucrose-1,4-alpha-glucan	2.4.1.4
glucosyltransferase, sucrose-1,6(3)-alpha-glucan 6(3)-alpha-	2.4.1.140
glucosyltransferase, sucrose-1,6-alpha-glucan	2.4.1.5
glucosyltransferase, sucrose-1,6-alpha-glucan 3(6)-alpha-	2.4.1.125
glucosyltransferase, uridine diphospho-	2.4.1.35
glucosyltransferase, uridine diphosphoglucose phosphate	2.4.1.15
glucosyltransferase, uridine diphosphoglucose-1,3-alpha-glucan	2.4.1.183
glucosyltransferase, uridine diphosphoglucose-1,4-beta-glucan	2.4.1.12
glucosyltransferase, uridine diphosphoglucose-alizarin	2.4.1.103
glucosyltransferase, uridine diphosphoglucose-anthocyanidin 3-O-	2.4.1.115
glucosyltransferase, uridine diphosphoglucose-apigenin 7-O-	2.4.1.81
glucosyltransferase, uridine diphosphoglucose-arylamine	2.4.1.71
glucosyltransferase, uridine diphosphoglucose-ceramide	2.4.1.80
glucosyltransferase, uridine diphosphoglucose-collagen	2.4.1.66
glucosyltransferase, uridine diphosphoglucose-coniferyl alcohol	2.4.1.111
glucosyltransferase, uridine diphosphoglucose-cyanidin3-rhamnosylglucoside 5-O-	2.4.1.116
glucosyltransferase, uridine diphosphoglucose-cyanohydrin	2.4.1.178
glucosyltransferase, uridine diphosphoglucose-deoxyribonucleate alpha-	2.4.1.26
glucosyltransferase, uridine diphosphoglucose-deoxyribonucleate beta-	2.4.1.27
glucosyltransferase, uridine diphosphoglucose-diacylglycerol	2.4.1.157
glucosyltransferase, uridine diphosphoglucose-dolichol	2.4.1.117
glucosyltransferase, uridine diphosphoglucose-flavanone 7-O-	2.4.1.185
glucosyltransferase, uridine diphosphoglucose-flavonol 3-O-	2.4.1.91
glucosyltransferase, uridine diphosphoglucose-fructose	2.4.1.13
glucosyltransferase, uridine diphosphoglucose-galactosylpolysaccharide	2.4.1.73
glucosyltransferase, uridine diphosphoglucose-gibberellate 3-O-	2.4.1.176
glucosyltransferase, uridine diphosphoglucose-gibberellate 7-	2.4.1.176
glucosyltransferase, uridine diphosphoglucose-glycogen	2.4.1.11
glucosyltransferase, uridine diphosphoglucose-hydroquinone	2.4.1.218
glucosyltransferase, uridine diphosphoglucose-hydroxycinnamate	2.4.1.126
glucosyltransferase, uridine diphosphoglucose-hydroxydocosanoate	2.4.1.158
glucosyltransferase, uridine diphosphoglucose-indoleacetate	2.4.1.121
glucosyltransferase, uridine diphosphoglucose-isoflavone 7-O-	2.4.1.170
glucosyltransferase, uridine diphosphoglucose-isovitexin 2''-	2.4.1.106
glucosyltransferase, uridine diphosphoglucose-ketone	2.4.1.63
glucosyltransferase, uridine diphosphoglucose-lipopolysaccharide	2.4.1.58
glucosyltransferase, uridine diphosphoglucose-luteolin	2.4.1.81
glucosyltransferase, uridine diphosphoglucose-methylazoxymethanol	2.4.1.171
glucosyltransferase, uridine diphosphoglucose-monoterpenol	2.4.1.127
glucosyltransferase, uridine diphosphoglucose-o-coumarate	2.4.1.114
glucosyltransferase, uridine diphosphoglucose-o-dihydroxycoumarin 7-O-	2.4.1.104
glucosyltransferase, uridine diphosphoglucose-p-hydroxymandelonitrile	2.4.1.85
glucosyltransferase, uridine diphosphoglucose-poly(glycerol-phosphate)alpha-	2.4.1.52
glucosyltransferase, uridine diphosphoglucose-poly(ribitol-phosphate)beta-	2.4.1.53
glucosyltransferase, uridine diphosphoglucose-polyprenol monophosphate	2.4.1.78
glucosyltransferase, uridine diphosphoglucose-pyridoxine 5'-beta-	2.4.1.160
glucosyltransferase, uridine diphosphoglucose-salicyl alcohol 2-	2.4.1.172
glucosyltransferase, uridine diphosphoglucose-sarsapogenin	2.4.1.193
glucosyltransferase, uridine diphosphoglucose-scopoletin	2.4.1.128
glucosyltransferase, uridine diphosphoglucose-vanillate 1-	2.4.1.136
glucosyltransferase, uridine diphosphoglucose-vitexin 2''-	2.4.1.105
glucosyltransferase, uridine diphosphoglucose-xyloglucan 4beta-	2.4.1.168
glucosyltransferase, uridine diphosphoglucose-zeatin 7-	2.4.1.118
glucosyltransferase, uridine diphosphoglucose-zeatin O-	2.4.1.203
glucosyltransferase, uridinediphosphoglucose-monoglucosyldiacylglycerol	2.4.1.208
glucuronan lyase	4.2.2.14
glucuronate 2-sulfatase	3.1.6.18
glucuronidase, 1,2-alpha-	3.2.1.131
glucuronidase, alpha-	3.2.1.139
glucuronidase, beta-glucuronide glucuronohydrolase	3.2.1.31
glucuronidase, glucuronosyldisulfoglucosamine	3.2.1.56
glucurono-2-sulfatase	3.1.6.18
glucuronoglucosaminoglucan hyaluronate lyase	3.2.1.36
glucuronoglycosaminoglycan lyase	4.2.2.1
glucuronokinase, glucurono-	2.7.1.43
glucuronolactonase	3.1.1.19
glucuronosyl C-5 epimerase	5.1.3.17
glucuronosylgalactosylproteoglycan4-alpha-N-acetylglucosaminyltransferase	2.4.1.223
glucuronosyltransferase	2.4.1.225
glucuronosyltransferase I	2.4.1.135
glucuronosyltransferase, bilirubin glucuronoside	2.4.1.95
glucuronosyltransferase, uridine diphospho-	2.4.1.17
glucuronosyltransferase, uridine diphosphoglucuronate-4-hydroxybiphenyl	2.4.1.17
glucuronosyltransferase, uridine diphosphoglucuronate-bilirubin	2.4.1.17
glucuronosyltransferase, uridine diphosphoglucuronate-estradiol	2.4.1.17
glucuronosyltransferase, uridine diphosphoglucuronate-estriol	2.4.1.17
glucuronosyltransferase, uridine diphosphoglucuronate-estriol 16alpha-	2.4.1.17
glucuronosyltransferase, uridine diphosphoglucuronate-luteolin 7-O-	2.4.1.189
glucuronosyltransferase, uridine diphosphoglucuronate-luteolin7-O-diglucuronide	2.4.1.191
glucuronosyltransferase, uridine diphosphoglucuronate-luteolin7-O-glucuronide	2.4.1.190
glucuronosyltransferase, uridinediphosphoglucuronate-1,2-diacylglycerol	2.4.1.17
glucuronoxylan xylanohydrolase	3.2.1.136
glucuronoxylan xylohydrolase	3.2.1.136
glucuronoxylanase	3.2.1.136
glucuronyl-N-acetylgalactosaminylproteoglycanbeta1,4-N-acetylgalactosaminyltransferase	2.4.1.175
glucuronyl-N-acetylglucosaminoproteoglycan4-alpha-N-acetylglucosaminyltransferase	2.4.1.224
glucuronylgalactosylproteoglycanbeta-1,4-N-acetylgalactosaminyltransferase	2.4.1.174
glucuronyltransferase	2.4.1.17
glucuronyltransferase, uridine diphospho-GT	2.4.1.17
glucuronyltransferase, uridine diphosphoglucuronate-chondroitin	2.4.1.226
glucuronyltransferase-I	2.4.1.135
glumorin	3.4.21.34 / or / 3.4.21.35
glutaconyl-CoA decarboxylase	6.4.1.4
glutaconyl-CoA:biotin carboxytransferase	6.4.1.4
glutahione reductase	1.8.1.7
glutamate (reduced nicotinamide adenine dinucleotide) synthase	1.4.1.14
glutamate acetyltransferase	2.3.1.35
glutamate carboxypeptidase	3.4.17.11
glutamate carboxypeptidase III	3.4.17.21
glutamate cysteine ligase	6.3.2.2
glutamate decarboxylase	4.1.1.15
glutamate dehydrogenase	1.4.1.2 / or / 1.4.1.3 / or / 1.4.1.4
glutamate dehydrogenase (NAD)	1.4.1.2
glutamate dehydrogenase 1	1.4.1.3
glutamate dehydrogenase alpha subunit	1.4.1.2
glutamate dehydrogenase beta subunit	1.4.1.2
glutamate formiminotransferase	2.1.2.5
glutamate formyltransferase	2.1.2.5
glutamate kinase	2.7.2.11
glutamate oxaloacetate transaminase	2.6.1.1
glutamate oxidase	1.4.3.11
glutamate oxidoreductase	1.4.1.2
glutamate pyruvate 2-phosphotransferase	2.6.1.2
glutamate racemase	5.1.1.3
glutamate semialdehyde dehydrogenase	1.2.1.41
glutamate specific endopeptidase	3.4.21.19
glutamate synthase	1.4.1.14
glutamate synthase (NADH)	1.4.1.14
glutamate synthase (NADH-dependent)	1.4.1.14
glutamate synthase (ferredoxin-dependent)	1.4.7.1
glutamate synthetase	1.4.1.14
glutamate synthetase (NADP)	1.4.1.13
glutamate tRNA reductase	1.2.1.70
glutamate-5-kinase	2.7.2.11
glutamate-DOPP transaminase, GDT	2.6.1.49
glutamate-alpha-ketoadipate transaminase	2.6.1.39
glutamate-branched-chain amino acid transaminase	2.6.1.42
glutamate-cysteine ligase	6.3.2.2
glutamate-gamma-semialdehyde dehydrogenase	1.2.1.41
glutamate-glycine transaminase	2.6.1.4
glutamate-oxalacetate aminotransferase	2.6.1.1
glutamate-oxalate transaminase	2.6.1.1
glutamate-pyruvate transaminase	2.6.1.2
glutamate-specific proteinase	3.4.21.19
glutamate-specific tRNA reductase	1.2.1.70
glutamate-succinic semialdehyde transaminase	2.6.1.19
glutamate:glyoxylate aminotransferase	2.6.1.4
glutamate–cysteine ligase	6.3.2.2
glutamic acid dehydrogenase	1.4.1.2 / or / 1.4.1.3 / or / 1.4.1.4
glutamic acid oxidase	1.4.3.11
glutamic acid-pyruvic acid transaminase	2.6.1.2
glutamic acid-specific endopeptidase	3.4.21.19
glutamic acid-specific proteinase	3.4.21.19
glutamic dehydrogenase	1.4.1.2 / or / 1.4.1.3 / or / 1.4.1.4
glutamic dehydrogenase (acceptor)	1.4.3.11
glutamic gamma-semialdehyde dehydrogenase	1.2.1.41
glutamic oxalic transaminase	2.6.1.1
glutamic oxaloacetic transaminase	2.6.1.1
glutamic phenylpyruvic aminotransferase	2.6.1.5
glutamic-acid-specific endopeptidase	3.4.21.19
glutamic-alanine transaminase	2.6.1.2
glutamic-aspartic aminotransferase	2.6.1.1
glutamic-aspartic transaminase	2.6.1.1
glutamic-glycine transaminase	2.6.1.4
glutamic-glyoxylic transaminase	2.6.1.4
glutamic-hydroxyphenylpyruvic transaminase	2.6.1.5
glutamic-imidazoleacetol phosphate transaminase	2.6.1.9
glutamic-ketoadipic transaminase	2.6.1.39
glutamic-oxalacetic transaminase	2.6.1.1
glutamic-oxaloacetic transaminase	2.6.1.1
glutamic-pyruvic aminotransferase	2.6.1.2
glutamic-pyruvic transaminase	2.6.1.2
glutaminase	3.5.1.2
glutaminase A	3.5.1.2
glutaminase B	3.5.1.2
glutaminase I	3.5.1.2
glutaminase II	2.6.1.15
glutaminase K	3.5.1.2
glutaminase L	3.5.1.2
glutaminase-asparaginase	3.5.1.38
glutaminase/asparaginase	3.5.1.38
glutamine 5-phosphoribosylpyrophosphate amidotransferase	2.4.2.14
glutamine amide-2-oxoglutarate aminotransferase (oxidoreductase, NADP)	1.4.1.13
glutamine aminohydrolase	3.5.1.2
glutamine phenylacetyltransferase	2.3.1.14
glutamine phosphoribosylpyrophosphate amidotransferase	2.4.2.14
glutamine ribosylpyrophosphate 5-phosphate amidotransferase	2.4.2.14
glutamine scyllo-inosose aminotransferase	2.6.1.50
glutamine synthetase I	6.3.1.2
glutamine synthetase adenylyltransferase	2.7.7.42
glutamine synthetase type II	6.3.1.2
glutamine synthetase type III	6.3.1.2
glutamine transaminase	2.6.1.15
glutamine transaminase K	2.6.1.64 / or / 4.4.1.13
glutamine transaminase K/cysteine conjugate beta-lyase	4.4.1.13
glutamine transaminase L	2.6.1.15 / or / 2.6.1.64
glutamine-(asparagin-)ase	3.5.1.1
glutamine-alpha-keto acid transamidase	2.6.1.15
glutamine-alpha-keto acid transaminase	2.6.1.15
glutamine-dependent Asp-tRNAAsn/Glu-tRNAGln amidotransferase	6.3.5.6
glutamine-dependent NAD+ synthetase	6.3.5.1
glutamine-dependent amidotransferase	6.3.5.4
glutamine-fructose 6-phosphate amidotransferase	2.6.1.16
glutamine-fructose 6-phosphate aminotransferase	2.6.1.16
glutamine-fructose-6-phosphate aminotransferase	2.6.1.16
glutamine-keto acid aminotransferase	2.6.1.15
glutamine-ketoglutaric aminotransferase	1.4.1.13
glutamine-oxo acid aminotransferase	2.6.1.15
glutamine-oxo-acid transaminase	2.6.1.15
glutamine-phenylpyruvate aminotransferase	2.6.1.64
glutamine-scyllo-inosose aminotransferase	2.6.1.50
glutamine-synthetase adenylyltransferase	2.7.7.42
glutamine: fructose-6-phosphate amidotranferase	2.6.1.16
glutamine: fructose-6-phosphate amidotransferase	2.6.1.16
glutamine: fructose-6-phosphate amidotransferase 1	2.6.1.16
glutamine: fructose-6-phosphate aminotransferase	2.6.1.16
glutamine:2-oxoglutarate amidotransferase	1.4.7.1
glutamine:fructose-6-phosphate aminotransferase	2.6.1.16
glutaminyl cyclase	2.3.2.5
glutaminyl tRNA synthetase	6.1.1.18
glutaminyl-tRNA cyclotransferase	2.3.2.5
glutaminylpeptide gamma-glutamyltransferase	2.3.2.13
glutaminyltRNA synthetase	6.1.1.18
glutamyl aminopeptidase	3.4.11.21 / or / 3.4.11.7
glutamyl aminopeptidase (Lactococcus)	3.4.11.7
glutamyl carboxypeptidase	3.4.17.11
glutamyl endopeptidase	3.4.21.19
glutamyl endopeptidase 2	3.4.21.19 / or / 3.4.21.82
glutamyl endopeptidase I	3.4.21.19
glutamyl endopeptidase II	3.4.21.82
glutamyl endopeptidase from Streptomyces griseus 	3.4.21.82
glutamyl peptidase	3.4.11.7
glutamyl proteinase	3.4.21.82
glutamyl specific endopeptidase	3.4.21.19
glutamyl transfer RNA reductase	1.2.1.70
glutamyl transferase, agaritine gamma-	2.3.2.9
glutamyl transpeptidase	2.3.2.2
glutamyl-/prolyl-tRNA synthetase	6.1.1.15
glutamyl-AP	3.4.11.7
glutamyl-Q tRNAASp synthetase	6.1.1.17
glutamyl-prolyl tRNA synthetase	6.1.1.15 / or / 6.1.1.17
glutamyl-queuosine tRNAAsp synthetase	6.1.1.24
glutamyl-tRNA reductase	1.2.1.70
glutamyl-tRNA(Gln) amidotransferase	6.3.5.7
glutamyl-tRNAGln amidotransferase	6.3.5.7
glutamyl/glutaminyl-tRNA synthetase	6.1.1.18
glutamyltransferase, D-	2.3.2.1
glutamyltransferase, gamma-	2.3.2.2
glutamyltransferase, glutaminylpeptide gamma-	2.3.2.13
glutarate dialdehyde dehydrogenase	1.2.1.20
glutarate semialdehyde dehydrogenase	1.2.1.20
glutaredoxin	1.20.4.1
glutaryl 7-amino cephalosporanic acid acylase	3.5.1.93
glutaryl 7-aminocephalosporanic acid acylase	3.5.1.93
glutaryl coenzyme A dehydrogenase	1.3.99.7
glutaryl-7-ACA acylase	3.5.1.93
glutaryl-7-amino cephalosporanic acid acylase	3.5.1.93
glutaryl-7-aminocephalosporanic acid acylase	3.5.1.93
glutaryl-7-aminocephalosporic acid acylase	3.5.1.93
glutathione (GSH)-dependent formaldehyde dehydrogenase	1.1.1.284
glutathione S-alkyl transferase	2.5.1.18
glutathione S-aralkyltransferase	2.5.1.18
glutathione S-aryltransferase	2.5.1.18
glutathione S-reductase	1.8.1.7
glutathione S-transferase	2.5.1.18
glutathione S-transferase A1-1	2.5.1.18
glutathione S-transferase A3-3	2.5.1.18
glutathione S-transferase AdFSTD3-3	2.5.1.18
glutathione S-transferase I	2.5.1.18
glutathione S-transferase P1-1	2.5.1.18
glutathione S-transferase X	2.5.1.18
glutathione S-transferase Zeta 1-1	5.2.1.2
glutathione S-transferase pi	2.5.1.18
glutathione S-transferase zeta-class 1	5.2.1.2
glutathione S-transferase zeta/maleylacetoacetate isomerase	5.2.1.2
glutathione S-transferases	2.5.1.18
glutathione coenzyme A-glutathione transhydrogenase	1.8.4.3
glutathione dehydroascorbate reductase	1.8.5.1
glutathione dependent prostaglandine D2 synthase 	5.3.99.2
glutathione disulfide reductase	1.8.1.7
glutathione peroxidase 1	1.11.1.9
glutathione peroxidase 3	1.11.1.9
glutathione peroxidase 4	1.11.1.9
glutathione peroxidase Gpx2	1.11.1.9
glutathione peroxidase Gpx3	1.11.1.9
glutathione peroxidase-1	1.11.1.9
glutathione peroxidase-2	1.11.1.9
glutathione peroxidase-4	1.11.1.9
glutathione reductase	1.8.1.7
glutathione reductase (NADPH)	1.8.1.7
glutathione reductase Glr1	1.8.1.7
glutathione sulfhydryl oxidase	1.8.3.3
glutathione thioesterase	3.1.2.7
glutathione transferase	2.5.1.18
glutathione transferase A1-1	2.5.1.18
glutathione transferase M1-1	2.5.1.18
glutathione transferase P1-1	2.5.1.18
glutathione transferase Pi	2.5.1.18
glutathione transferase Zeta 1-1 	2.5.1.18
glutathione transferase zeta	2.5.1.18 / or / 5.2.1.2
glutathione transferase zeta1-1	2.5.1.18
glutathione-S-transferase 	2.5.1.18
glutathione-S-transferase pi	2.5.1.18
glutathione-coenzyme A glutathione disulfide transhydrogenase	1.8.4.3
glutathione-dependent alcohol dehydrogenase	1.1.1.284
glutathione-dependent dehydroascorate reductase	1.8.5.1
glutathione-dependent formaldehyde-activating enzyme	4.4.1.22
glutathione-dependent peroxidase I	1.11.1.9
glutathione-dependent prostaglandin D2 synthase	5.3.99.2
glutathione-dependent thiol:disulfide oxidoreductase	1.8.4.7
glutathione-dependent thiosulfate reductase	2.8.1.3
glutathione-independent formaldehyde dehydrogenase	1.2.1.66
glutathione-insulin transhydrogenase	1.8.4.2
glutathione-protein disulfide oxidoreductase	1.8.4.2
glutathione: NADP(+) oxidoreductase	1.8.1.7
glutathione:NADP+ oxidoreductase	1.8.1.7
glutathione:arsenate oxidoreductase	1.20.4.1
glutathione:coenzyme A-glutathione transhydrogenase	1.8.4.3
glutathione:dehydroascorbic acid oxidoreductase	1.8.5.1
glutathionylspermidine synthetase	6.3.1.8
gly-I	4.4.1.5
glycan-phosphatidylinositol-specific phospholipase C	4.6.1.14
glyceollin synthase	2.5.1.36
glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12 / or / 1.2.1.9
glyceraldehyde 3-phosphate dehydrogenase (NADP)	1.2.1.13 / or / 1.2.1.9
glyceraldehyde 3-phosphate oxidoreductase	1.2.7.6
glyceraldehyde 3-phosphate:NADP+ reductase,non-phosphorylating	1.2.1.9
glyceraldehyde phosphate dehydrogenase (NAD)	1.2.1.12
glyceraldehyde phosphate dehydrogenase (NADP)	1.2.1.9
glyceraldehyde phosphate dehydrogenase (ferredoxin)	1.2.7.6
glyceraldehyde phosphate dehydrogenase (nicotinamide adeninedinucleotide phosphate phosphorylating)	1.2.1.13
glyceraldehyde-3 phosphate dehydrogenase	1.2.1.12
glyceraldehyde-3-P dehydrogenase	1.2.1.13
glyceraldehyde-3-P-dehydrogenase	1.2.1.12
glyceraldehyde-3-dehydrogenase	1.2.1.13
glyceraldehyde-3-phosphate Fd oxidoreductase	1.2.7.6
glyceraldehyde-3-phosphate dehhydrogenase (NADP+)(phoshphorylating)	1.2.1.13
glyceraldehyde-3-phosphate dehydrogenase	1.2.1.12 / or / 1.2.1.13 / or / 1.2.1.9
glyceraldehyde-3-phosphate dehydrogenase (NAD)	1.2.1.12
glyceraldehyde-3-phosphate dehydrogenase (NADP+)	1.2.1.13 / or / 1.2.1.9
glyceraldehyde-3-phosphate dehydrogenase/CP12/phosphoribulokinase	2.7.1.19
glyceraldehyde-3-phosphate ferredoxin oxidoreductase	1.2.7.6
glyceraldehyde-3-phosphate ferredoxin reductase	1.2.7.6
glyceraldehyde-3-phosphate:NADP reductase	1.2.1.9
glyceraldehyde-P dehydrogenase	1.2.1.13
glyceraldehydes 3-phosphate-pyruvate ligase	2.2.1.7
glycerate 3-phosphate dehydrogenase	1.1.1.95
glycerate 3-phosphate kinase	2.7.2.3
glycerate kinase (2-phosphoglycerate forming)	2.7.1.B2
glycerate kinase 1	2.7.1.B2
glycerate kinase 2	2.7.1.B2
glycerate-1,3-phosphate dehydrogenase	1.1.1.95
glycerate-2,3-diphosphate phosphatase	3.1.3.13
glycerate-3-kinase	2.7.1.31
glyceric kinase	2.7.1.30
glycerin dehydrogenase	1.1.1.6
glycerin-3-phosphate dehydrogenase	1.1.1.177
glycerokinase	2.7.1.30
glycerol 1-phosphate dehydrogenase	1.1.1.8
glycerol 3-phosphatase	3.1.2.21 / or / 3.1.3.21
glycerol 3-phosphate acyltransferase	2.3.1.15
glycerol 3-phosphate dehydrogenase	1.1.1.94
glycerol 3-phosphate dehydrogenase (NADP)	1.1.1.94
glycerol 3-phosphate dehydrogenase 1	1.1.1.8
glycerol 3-phosphate phosphatidyltransferase	2.7.8.5
glycerol 3-phosphate:glucose transphosphorylase	2.7.1.142
glycerol NAD 2-oxidoreductase	1.1.1.6
glycerol dehdydrogenase	4.2.1.30
glycerol dehydrase	4.2.1.30
glycerol dehydratase	4.2.1.30
glycerol dehydrogenase	1.1.1.6 / or / 1.1.99.22
glycerol ester hydrolase	3.1.1.3
glycerol hydro-lyase	4.2.1.30
glycerol hydrolyase	4.2.1.30
glycerol phosphate (nicotinamide adenine dinucleotide phosphate)dehydrogenase	1.1.1.177
glycerol phosphate acyltransferase	2.3.1.15
glycerol phosphate dehydrogenase (NAD)	1.1.1.8
glycerol phosphate dehydrogenase (nicotinamide adenine dinucleotide(phosphate))	1.1.1.94
glycerol phosphate feranylgeranyltransferase	2.5.1.41
glycerol phosphate oxidase	1.1.3.21
glycerol phosphate phosphatase	3.1.3.21
glycerol phosphate phosphatidyltransferase	2.7.8.5
glycerol phosphate transacylase	2.3.1.15
glycerol phosphate-glucose phosphotransferase	2.7.1.142
glycerol-1-phosphatase	3.1.3.21
glycerol-1-phosphate oxidase	1.1.3.21
glycerol-3-P acyltransferase 1	2.3.1.15
glycerol-3-P phosphatase	3.1.3.21
glycerol-3-P-phosphatase	3.1.3.21
glycerol-3-phosphatase	3.1.3.21
glycerol-3-phosphate acyltransferase	2.3.1.15
glycerol-3-phosphate acyltransferase-1	2.3.1.15
glycerol-3-phosphate acyltransferase-like protein 1	2.3.1.15
glycerol-3-phosphate antiporter	3.6.3.20
glycerol-3-phosphate dehydrogenase	1.1.1.8 / or / 1.1.5.3
glycerol-3-phosphate phosphohydrolase	3.1.3.21
glycerol-3-phosphate transporter	3.6.3.20
glycerol-3-phosphate-1 acyltransferase	2.3.1.15
glycerol-ester hydrolase	3.1.1.3
glycerol-monoester acylhydrolase	3.1.1.23
glycerol-sn-3-phosphate acyltransferase 1	2.3.1.15
glycerol:NAD+ 2-oxidoreductase	1.1.1.6
glycerolipid acyl-hydrolase	3.1.1.26
glycerolphosphorylcholine phosphodiesterase	3.1.4.2
glycerone kinase	2.7.1.29
glycerophosphatase	3.1.3.1 / or / 3.1.3.19 / or / 3.1.3.2
glycerophosphate acyltransferase	2.3.1.15
